"","epi_ctry","epi_subj","question","response","question_text"
"2308","Ghana",40699,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2309","Ghana",40701,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2310","Ghana",40703,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2311","Ghana",40705,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2312","Ghana",40707,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2313","Ghana",40709,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2314","Ghana",40711,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2315","Ghana",40713,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2316","Ghana",40715,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2317","Ghana",40610,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2318","Ghana",40605,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2319","Ghana",40603,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2320","Ghana",40606,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2321","Ghana",40616,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2322","Ghana",40617,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2323","Ghana",40654,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2324","Ghana",40660,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2325","Ghana",40668,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2326","Ghana",40708,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2327","Ghana",40717,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2328","Ghana",40719,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2329","Ghana",40721,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2330","Ghana",40723,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2331","Ghana",40725,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2332","Ghana",40727,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2333","Ghana",40729,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2334","Ghana",40731,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2335","Ghana",40733,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2336","Ghana",40735,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2337","Ghana",40780,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2338","Ghana",40782,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2339","Ghana",40784,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2340","Ghana",40786,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2341","Ghana",40788,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2342","Ghana",40790,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2343","Ghana",40792,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2344","Ghana",40794,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2345","Ghana",40737,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2346","Ghana",40739,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2347","Ghana",40741,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2348","Ghana",40743,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2349","Ghana",40745,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2350","Ghana",40747,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2351","Ghana",40751,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2352","Ghana",40753,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2353","Ghana",40755,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2354","Ghana",40796,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2355","Ghana",40757,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2356","Ghana",40759,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2357","Ghana",40798,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2358","Ghana",40761,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2359","Ghana",40763,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2360","Ghana",40765,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2361","Ghana",40767,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2362","Ghana",40769,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2363","Ghana",40771,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2364","Ghana",40773,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2365","Ghana",40775,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2366","Ghana",40777,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2367","Ghana",40800,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2368","Ghana",40779,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2369","Ghana",40781,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2370","Ghana",40783,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2371","Ghana",40785,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2372","Ghana",40787,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2373","Ghana",40789,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2374","Ghana",40791,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2375","Ghana",40793,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2376","Ghana",40802,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2377","Ghana",40795,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2378","Ghana",40797,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2379","Ghana",40799,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2380","Ghana",40801,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2381","Ghana",40804,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2382","Ghana",40803,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2383","Ghana",40806,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2384","Ghana",40805,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2385","Ghana",40807,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2386","Ghana",40808,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2387","Ghana",40809,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2388","Ghana",40810,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2389","Ghana",40812,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2390","Ghana",40814,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2391","Ghana",40816,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2392","Ghana",40811,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2393","Ghana",40813,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2394","Ghana",40815,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2395","Ghana",40817,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2396","Ghana",40819,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2397","Ghana",40821,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2398","Ghana",40823,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2399","Ghana",40825,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2400","Ghana",40827,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2401","Ghana",40829,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2402","Ghana",40831,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2403","Ghana",40833,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2404","Ghana",40835,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2405","Ghana",40837,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2406","Ghana",40839,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2407","Ghana",40818,"epi_2_18",1,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2408","Ghana",40820,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2409","Ghana",40822,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2410","Ghana",40824,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2411","Ghana",40826,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2412","Ghana",40828,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2413","Ghana",40830,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2414","Ghana",40832,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2415","Ghana",40834,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2416","Ghana",40836,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2417","Ghana",40838,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2418","Ghana",40730,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2419","Ghana",40756,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2420","Ghana",40754,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2421","Ghana",40728,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2422","Ghana",40718,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2423","Ghana",40764,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2424","Ghana",40778,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2425","Ghana",40776,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2426","Ghana",40774,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2427","Ghana",40772,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2428","Ghana",40770,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2429","Ghana",40768,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2430","Ghana",40766,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2431","Ghana",40762,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2432","Ghana",40760,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2433","Ghana",40758,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2434","Ghana",40752,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2435","Ghana",40750,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2436","Ghana",40748,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2437","Ghana",40746,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2438","Ghana",40744,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2439","Ghana",40742,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2440","Ghana",40740,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2441","Ghana",40738,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2442","Ghana",40736,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2443","Ghana",40734,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2444","Ghana",40732,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2445","Ghana",40726,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2446","Ghana",40724,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2447","Ghana",40722,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2448","Ghana",40720,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2449","Ghana",40749,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2450","Thailand",30699,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2451","Thailand",30700,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2452","Thailand",30704,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2453","Thailand",30708,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2454","Thailand",30703,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2455","Thailand",30707,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2456","Thailand",30711,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2457","Thailand",30712,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2458","Thailand",30715,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2459","Thailand",30720,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2460","Thailand",30719,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2461","Thailand",30716,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2462","Thailand",30723,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2463","Thailand",30724,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2464","Thailand",30727,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
"2465","Thailand",30728,"epi_2_18",0,"18. Some people say that they have had events when their mind or spirit leaves their body. When this happens, sometimes people report that they are able to turn and see their body as if from outside. Has this ever happened to you?"
