"","epi_ctry","epi_subj","question","response","question_text"
"329","Ghana",40799,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"330","Ghana",40801,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"331","Ghana",40804,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"332","Ghana",40803,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"333","Ghana",40806,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"334","Ghana",40805,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"335","Ghana",40807,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"336","Ghana",40808,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"337","Ghana",40809,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"338","Ghana",40810,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"339","Ghana",40812,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"340","Ghana",40814,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"341","Ghana",40816,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"342","Ghana",40811,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"343","Ghana",40813,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"344","Ghana",40815,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"345","Ghana",40817,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"346","Ghana",40819,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"347","Ghana",40821,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"348","Ghana",40823,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"349","Ghana",40825,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"350","Ghana",40827,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"351","Ghana",40829,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"352","Ghana",40831,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"353","Ghana",40833,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"354","Ghana",40835,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"355","Ghana",40837,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"356","Ghana",40839,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"357","Ghana",40818,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"358","Ghana",40820,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"359","Ghana",40822,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"360","Ghana",40824,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"361","Ghana",40826,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"362","Ghana",40828,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"363","Ghana",40830,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"364","Ghana",40832,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"365","Ghana",40834,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"366","Ghana",40836,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"367","Ghana",40838,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"368","Ghana",40730,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"369","Ghana",40756,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"370","Ghana",40754,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"371","Ghana",40728,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"372","Ghana",40718,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"373","Ghana",40764,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"374","Ghana",40778,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"375","Ghana",40776,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"376","Ghana",40774,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"377","Ghana",40772,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"378","Ghana",40770,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"379","Ghana",40768,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"380","Ghana",40766,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"381","Ghana",40762,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"382","Ghana",40760,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"383","Ghana",40758,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"384","Ghana",40752,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"385","Ghana",40750,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"386","Ghana",40748,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"387","Ghana",40746,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"388","Ghana",40744,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"389","Ghana",40742,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"390","Ghana",40740,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"391","Ghana",40738,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"392","Ghana",40736,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"393","Ghana",40734,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"394","Ghana",40732,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"395","Ghana",40726,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"396","Ghana",40724,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"397","Ghana",40722,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"398","Ghana",40720,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"399","Ghana",40749,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"400","Thailand",30699,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"401","Thailand",30700,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"402","Thailand",30704,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"403","Thailand",30708,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"404","Thailand",30703,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"405","Thailand",30707,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"406","Thailand",30711,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"407","Thailand",30712,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"408","Thailand",30715,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"409","Thailand",30720,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"410","Thailand",30719,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"411","Thailand",30716,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"412","Thailand",30723,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"413","Thailand",30724,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"414","Thailand",30727,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"415","Thailand",30728,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"416","Thailand",30731,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"417","Thailand",30732,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"418","Thailand",30735,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"419","Thailand",30736,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"420","Thailand",30739,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"421","Thailand",30740,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"422","Thailand",30743,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"423","Thailand",30744,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"424","Thailand",30747,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"425","Thailand",30748,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"426","Thailand",30751,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"427","Thailand",30752,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"428","Thailand",30755,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"429","Thailand",30756,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"430","Thailand",30759,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"431","Thailand",30760,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"432","Thailand",30788,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"433","Thailand",30780,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"434","Thailand",30783,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"435","Thailand",30784,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"436","Thailand",30787,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"437","Thailand",30775,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"438","Thailand",30763,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"439","Thailand",30776,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"440","Thailand",30779,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"441","Thailand",30771,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"442","Thailand",30772,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"443","Thailand",30764,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"444","Thailand",30767,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"445","Thailand",30768,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"446","Thailand",30701,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"447","Thailand",30702,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"448","Thailand",30705,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"449","Thailand",30706,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"450","Thailand",30709,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"451","Thailand",30710,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"452","Thailand",30713,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"453","Thailand",30714,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"454","Thailand",30717,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"455","Thailand",30718,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"456","Thailand",30721,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"457","Thailand",30722,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"458","Thailand",30725,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"459","Thailand",30726,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"460","Thailand",30729,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"461","Thailand",30730,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"462","Thailand",30733,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"463","Thailand",30734,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"464","Thailand",30737,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"465","Thailand",30738,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"466","Thailand",30741,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"467","Thailand",30742,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"468","Thailand",30745,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"469","Thailand",30746,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"470","Thailand",30749,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"471","Thailand",30750,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"472","Thailand",30753,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"473","Thailand",30754,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"474","Thailand",30757,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"475","Thailand",30758,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"476","Thailand",30761,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"477","Thailand",30762,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"478","Thailand",30765,"epi_2_22",0,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"479","Thailand",30769,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"480","Thailand",30770,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"481","Thailand",30774,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"482","Thailand",30777,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"483","Thailand",30778,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"484","Thailand",30781,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"485","Thailand",30782,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
"486","Thailand",30785,"epi_2_22",1,"22. Now I'm going to ask you about some other experiences. Some people have heard what seems to be a voice when they are alone, sometimes just on the edge of awareness. Has anything like that happened to you?"
